Species,Parity,Reference
Psomophis_joberti,0,[19]
Psomophis_obtusus,0,[19]
Ptenopus_carpi,0,[4]
Ptenopus_garrulus,0,[4]
Ptenopus_kochi,0,[4]
Ptyas_carinata,0,[19]
Ptyas_dhumnades,0,[19]
Ptyas_dipsas,0,[19]
Ptyas_fusca,0,[19]
Ptyas_korros,0,[19]
Ptyas_luzonensis,0,[19]
Ptyas_mucosa,0,[19]
Ptyas_nigromarginatus,0,[19]
Ptychoglossus_bicolor,0,[9]
Ptychoglossus_bilineatus,0,[9]
Ptychoglossus_brevifrontalis,0,[9]
Ptychoglossus_danieli,0,[9]
Ptychoglossus_eurylepis,0,[9]
Ptychoglossus_festae,0,[9]
Ptychoglossus_gorgonae,0,[9]
Ptychoglossus_grandisquamatus,0,[9]
Ptychoglossus_kugleri,0,[9]
Ptychoglossus_myersi,0,[9]
Ptychoglossus_nicefori,0,[9]
Ptychoglossus_plicatus,0,[9]
Ptychoglossus_romaleos,0,[9]
Ptychoglossus_stenolepis,0,[9]
Ptychoglossus_vallensis,0,[9]
Ptychophis_flavovirgatus,1,[19]
Ptychozoon_horsfieldii,0,[4]
Ptychozoon_intermedium,0,[4]
Ptychozoon_kuhli,0,[4]
Ptychozoon_lionotum,0,[4]
Ptychozoon_rhacophorus,0,[4]
Ptychozoon_trinotaterra,0,[4]
Ptyctolaemus_collicristatus,0,[2]
Ptyctolaemus_gularis,0,[2]
Ptyodactylus_guttatus,0,[4]
Ptyodactylus_hasselquistii,0,[4]
Ptyodactylus_homolepis,0,[4]
Ptyodactylus_oudrii,0,[4]
Ptyodactylus_puiseuxi,0,[4]
Ptyodactylus_ragazzii,0,[4]
Pygopus_lepidopodus,0,[4]
Pygopus_nigriceps,0,[4]
Pygopus_steelescotti,0,[4]
Python_anchietae,0,[17]
Python_breitensteini,0,[17]
Python_brongersmai,0,[17]
Python_curtus,0,[17]
Python_molurus,0,[17]
Python_natalensis,0,[17]
Python_regius,0,[17]
Python_sebae,0,[17]
Pythonodipsas_carinata,0,[21]
Quedenfeldtia_moerens,0,[4]
Quedenfeldtia_trachyblepharus,0,[4]
Rabdion_forsteni,0,[19]
Rachidelus_brazili,0,[19]
Ramphotyphlops_acuticauda,0,[16]
Ramphotyphlops_albiceps,0,[16]
Ramphotyphlops_angusticeps,0,[16]
Ramphotyphlops_becki,0,[16]
Ramphotyphlops_bicolor,0,[16]
Ramphotyphlops_braminus,0,[16]
Ramphotyphlops_cumingii,0,[16]
Ramphotyphlops_depressus,0,[16]
Ramphotyphlops_erycinus,0,[16]
Ramphotyphlops_exocoeti,0,[16]
Ramphotyphlops_flaviventer,0,[16]
Ramphotyphlops_leucoproctus,0,[16]
Ramphotyphlops_lineatus,0,[16]
Ramphotyphlops_lorenzi,0,[16]
Ramphotyphlops_mansuetus,0,[16]
Ramphotyphlops_marxi,0,[16]
Ramphotyphlops_melanocephalus,0,[16]
Ramphotyphlops_multilineatus,0,[16]
Ramphotyphlops_olivaceus,0,[16]
Ramphotyphlops_polygrammicus,0,[16]
Ramphotyphlops_similis,0,[16]
Ramphotyphlops_suluensis,0,[16]
Ramphotyphlops_supranasalis,0,[16]
Ramphotyphlops_willeyi,0,[16]
Rankinia_diemensis,0,[2]
Regina_alleni,1,[19]
Regina_grahami,1,[19]
Regina_rigida,1,[19]
Regina_septemvittata,1,[19]
Rhabdophis_adleri,0,[19]
Rhabdophis_angeli,0,[19]
Rhabdophis_auriculata,0,[19]
Rhabdophis_barbouri,0,[19]
Rhabdophis_callichroma,0,[19]
Rhabdophis_callistus,0,[19]
Rhabdophis_chrysargoides,0,[19]
Rhabdophis_chrysargos,0,[19]
Rhabdophis_conspicillatus,0,[19]
Rhabdophis_himalayanus,0,[19]
Rhabdophis_leonardi,0,[19]
Rhabdophis_lineatus,0,[19]
Rhabdophis_murudensis,0,[19]
Rhabdophis_nigrocinctus,0,[19]
Rhabdophis_nuchalis,0,[19]
Rhabdophis_spilogaster,0,[19]
Rhabdophis_subminiatus,0,[19]
Rhabdophis_swinhonis,0,[19]
Rhabdophis_tigrinus,0,[19]
Rhachisaurus_brachylepis,0,[9]
Rhacodactylus_auriculatus,0,[4]
Rhacodactylus_chahoua,0,[4]
Rhacodactylus_ciliatus,0,[4]
Rhacodactylus_leachianus,0,[4]
Rhacodactylus_sarasinorum,0,[4]
Rhacodactylus_trachyrhynchus,1,[4]
Rhadinaea_anachoreta,0,[19]
Rhadinaea_bogertorum,0,[19]
Rhadinaea_calligaster,0,[19]
Rhadinaea_cuneata,0,[19]
Rhadinaea_decorata,0,[19]
Rhadinaea_flavilata,0,[19]
Rhadinaea_forbesi,0,[19]
Rhadinaea_fulvivittis,0,[19]
Rhadinaea_gaigeae,0,[19]
Rhadinaea_godmani,0,[19]
Rhadinaea_hannsteini,0,[19]
Rhadinaea_hempsteadae,0,[19]
Rhadinaea_hesperia,0,[19]
Rhadinaea_kanalchutchan,0,[19]
Rhadinaea_kinkelini,0,[19]
Rhadinaea_lachrymans,0,[19]
Rhadinaea_laureata,0,[19]
Rhadinaea_macdougalli,0,[19]
Rhadinaea_marcellae,0,[19]
Rhadinaea_montana,0,[19]
Rhadinaea_montecristi,0,[19]
Rhadinaea_myersi,0,[19]
Rhadinaea_omiltemana,0,[19]
Rhadinaea_pegosalyta,0,[19]
Rhadinaea_pilonaorum,0,[19]
Rhadinaea_posadasi,0,[19]
Rhadinaea_pulveriventris,0,[19]
Rhadinaea_quinquelineata,0,[19]
Rhadinaea_rogerromani,0,[19]
Rhadinaea_sargenti,0,[19]
Rhadinaea_schistosa,0,[19]
Rhadinaea_serperastra,0,[19]
Rhadinaea_stadelmani,0,[19]
Rhadinaea_taeniata,0,[19]
Rhadinaea_tolpanorum,0,[19]
Rhadinaea_vermiculaticeps,0,[19]
Rhadinophanes_monticola,0,[19]
Rhadinophis_frenatum,0,[19]
Rhadinophis_prasina,0,[19]
Rhamnophis_aethiopissa,0,[19]
Rhamnophis_batesii,0,[19]
Rhamphiophis_maradiensis,0,[21]
Rhamphiophis_oxyrhynchus,0,[21]
Rhamphiophis_rubropunctatus,0,[21]
Rhampholeon_acuminatus,0,[5]
Rhampholeon_beraduccii,0,[5]
Rhampholeon_boulengeri,0,[5]
Rhampholeon_chapmanorum,0,[5]
Rhampholeon_marshalli,0,[5]
Rhampholeon_moyeri,0,[5]
Rhampholeon_nchisiensis,0,[5]
Rhampholeon_platyceps,0,[5]
Rhampholeon_spectrum,0,[5]
Rhampholeon_spinosus,0,[5]
Rhampholeon_temporalis,0,[5]
Rhampholeon_uluguruensis,0,[5]
Rhampholeon_viridis,0,[5]
Rhinechis_scalaris,0,[19]
Rhineura_floridana,0,[1]
Rhinobothryum_bovallii,0,[19]
Rhinobothryum_lentiginosum,0,[19]
Rhinocheilus_lecontei,0,[19]
Rhinoleptus_koniagui,0,[16]
Rhinophis_blythii,1,[15]
Rhinophis_dorsimaculatus,1,[15]
Rhinophis_drummondhayi,1,[15]
Rhinophis_fergusonianus,1,[15]
Rhinophis_homolepis,1,[15]
Rhinophis_oxyrhynchus,1,[15]
Rhinophis_philippinus,1,[15]
Rhinophis_porrectus,1,[15]
Rhinophis_punctatus,1,[15]
Rhinophis_sanguineus,1,[15]
Rhinophis_travancoricus,1,[15]
Rhinophis_tricolorata,1,[15]
Rhinoplocephalus_bicolor,1,[20]
Rhinoplocephalus_boschmai,1,[20]
Rhinoplocephalus_incredibilis,1,[20]
Rhinoplocephalus_nigrescens,1,[20]
Rhinoplocephalus_nigrostriatus,1,[20]
Rhinoplocephalus_pallidiceps,1,[20]
Rhinotyphlops_anomalus,0,[16]
Rhinotyphlops_boylei,0,[16]
Rhinotyphlops_crossii,0,[16]
Rhinotyphlops_episcopus,0,[16]
Rhinotyphlops_feae,0,[16]
Rhinotyphlops_lalandei,0,[16]
Rhinotyphlops_leucocephalus,0,[16]
Rhinotyphlops_newtoni,0,[16]
Rhinotyphlops_nigrocandidus,0,[16]
Rhinotyphlops_praeocularis,0,[16]
Rhinotyphlops_schinzi,0,[16]
Rhinotyphlops_schlegelii,0,[16]
Rhinotyphlops_schmidti,0,[16]
Rhinotyphlops_simonii,0,[16]
Rhinotyphlops_stejnegeri,0,[16]
Rhoptropus_afer,0,[4]
Rhoptropus_barnardi,0,[4]
Rhoptropus_biporosus,0,[4]
Rhoptropus_boultoni,0,[4]
Rhoptropus_braconnieri,0,[4]
Rhoptropus_bradfieldi,0,[4]
Rhoptropus_taeniostictus,0,[4]
Rhynchocalamus_arabicus,0,[19]
Rhynchocalamus_barani,0,[19]
Rhynchocalamus_melanocephalus,0,[19]
Rhynchoedura_ornata,0,[4]
Rhynchophis_boulengeri,0,[19]
Riama_achlyens,0,[9]
Riama_anatoloros,0,[9]
Riama_balneator,0,[9]
Riama_cashcaensis,0,[9]
Riama_colomaromani,0,[9]
Riama_columbiana,0,[9]
Riama_hyposticta,0,[9]
Riama_inanis,0,[9]
Riama_labionis,0,[9]
Riama_laevis,0,[9]
Riama_laudahnae,0,[9]
Riama_luctuosa,0,[9]
Riama_meleagris,0,[9]
Riama_oculata,0,[9]
Riama_orcesi,0,[9]
Riama_petrorum,0,[9]
Riama_raneyi,0,[9]
Riama_rhodogaster,0,[9]
Riama_shrevei,0,[9]
Riama_simoterus,0,[9]
Riama_stigmatoral,0,[9]
Riama_striata,0,[9]
Riama_unicolor,0,[9]
Riama_vespertina,0,[9]
Riama_vieta,0,[9]
Rieppeleon_brachyurus,0,[5]
Rieppeleon_brevicaudatus,0,[5]
Rieppeleon_kerstenii,0,[5]
Riolama_leucostictus,0,[9]
Riolama_luridiventris,0,[9]
Riolama_uzzelli,0,[9]
Saiphos_equalis,0/1,[24]
Salea_anamallayana,0,[2]
Salea_gularis,0,[2]
Salea_horsfieldii,0,[2]
Salea_kakhienensis,0,[2]
Salomonelaps_par,0,[20]
Saltuarius_cornutus,0,[4]
Saltuarius_kateae,0,[4]
Saltuarius_moritzi,0,[4]
Saltuarius_salebrosus,0,[4]
Saltuarius_swaini,0,[4]
Saltuarius_wyberba,0,[4]
Salvadora_bairdi,0,[19]
Salvadora_deserticola,0,[19]
Salvadora_grahamiae,0,[19]
Salvadora_hexalepis,0,[19]
Salvadora_intermedia,0,[19]
Salvadora_lemniscata,0,[19]
Salvadora_mexicana,0,[19]
Sanzinia_madagascariensis,1,[18]
Saphenophis_antioquiensis,0,[19]
Saphenophis_atahuallpae,0,[19]
Saphenophis_sneiderni,0,[19]
Saproscincus_basiliscus,0,[24]
Saproscincus_challengeri,0,[24]
Saproscincus_czechurai,0,[24]
Saproscincus_eungellensis,0,[24]
Saproscincus_hannahae,0,[24]
Saproscincus_lewisi,0,[24]
Saproscincus_mustelinus,0,[24]
Saproscincus_oriarius,0,[24]
Saproscincus_rosei,0,[24]
Saproscincus_spectabilis,0,[24]
Saproscincus_tetradactylus,0,[24]
Saurodactylus_fasciatus,0,[4]
Saurodactylus_mauritanicus,0,[4]
Sauromalus_ater,0,[7]
Sauromalus_hispidus,0,[7]
Sauromalus_klauberi,0,[7]
Sauromalus_obesus,0,[7]
Sauromalus_slevini,0,[7]
Sauromalus_varius,0,[7]
Scaphiodontophis_annulatus,0,[19]
Scaphiodontophis_venustissimus,0,[19]
Scaphiophis_albopunctatus,0,[19]
Scaphiophis_raffreyi,0,[19]
Scapteira_aporosceles,0,[11]
Scelarcis_perspicillata,0,[11]
Sceloporus_acanthinus,1,[7]
Sceloporus_adleri,1,[7]
Sceloporus_aeneus,0/1,[7]
Sceloporus_angustus,0,[7]
Sceloporus_arenicolus,0,[7]
Sceloporus_asper,1,[7]
Sceloporus_bicanthalis,1,[7]
Sceloporus_bulleri,1,[7]
Sceloporus_carinatus,0,[7]
Sceloporus_cautus,0,[7]
Sceloporus_chaneyi,0,[7]
Sceloporus_chrysostictus,0,[7]
Sceloporus_clarkii,0,[7]
Sceloporus_consobrinus,0,[7]
Sceloporus_couchii,0,[7]
Sceloporus_cozumelae,0,[7]
Sceloporus_cyanogenys,1,[7]
Sceloporus_dugesii,1,[7]
Sceloporus_edwardtaylori,0,[7]
Sceloporus_exsul,0,[7]
Sceloporus_formosus,1,[7]
Sceloporus_gadoviae,0,[7]
Sceloporus_goldmani,1,[7]
Sceloporus_graciosus,0,[7]
Sceloporus_grammicus,1,[7]
Sceloporus_grandaevus,0,[7]
Sceloporus_heterolepis,1,[7]
Sceloporus_horridus,0,[7]
Sceloporus_hunsakeri,0,[7]
Sceloporus_insignis,1,[7]
Sceloporus_jalapae,0,[7]
Sceloporus_jarrovii,1,[7]
Sceloporus_licki,0,[7]
Sceloporus_lunae,1,[7]
Sceloporus_lundelli,0,[7]
Sceloporus_macdougalli,1,[7]
Sceloporus_maculosus,0,[7]
Sceloporus_magister,0,[7]
Sceloporus_malachiticus,1,[7]
Sceloporus_megalepidurus,1,[7]
Sceloporus_melanorhinus,0,[7]
Sceloporus_merriami,0,[7]
Sceloporus_mucronatus,1,[7]
Sceloporus_nelsoni,0,[7]
Sceloporus_occidentalis,0,[7]
Sceloporus_ochoterenae,0,[7]
Sceloporus_olivaceus,0,[7]
Sceloporus_orcutti,0,[7]
Sceloporus_ornatus,1,[7]
Sceloporus_palaciosi,1,[7]
Sceloporus_parvus,0,[7]
Sceloporus_poinsettii,1,[7]
Sceloporus_pyrocephalus,0,[7]
Sceloporus_rufidorsum,0,[7]
Sceloporus_scalaris,0,[7]
Sceloporus_serrifer,1,[7]
Sceloporus_siniferus,0,[7]
Sceloporus_slevini,0,[7]
Sceloporus_smaragdinus,1,[7]
Sceloporus_spinosus,0,[7]
Sceloporus_squamosus,0,[7]
Sceloporus_stejnegeri,1,[7]
Sceloporus_subniger,0,[7]
Sceloporus_tanneri,1,[7]
Sceloporus_teapensis,0,[7]
Sceloporus_torquatus,1,[7]
Sceloporus_undulatus,0,[7]
Sceloporus_utiformis,0,[7]
Sceloporus_vandenburgianus,0,[7]
Sceloporus_variabilis,0,[7]
Sceloporus_virgatus,0,[7]
Sceloporus_woodi,0,[7]
Sceloporus_zosteromus,0,[7]
Scelotes_anguineus,1,[23]
Scelotes_arenicolus,1,[23]
Scelotes_bicolor,1,[23]
Scelotes_bidigittatus,1,[23]
Scelotes_bipes,1,[23]
Scelotes_bourquini,1,[23]
Scelotes_caffer,1,[23]
Scelotes_capensis,1,[23]
Scelotes_duttoni,1,[23]
Scelotes_fitzsimonsi,1,[23]
Scelotes_gronovii,1,[23]
Scelotes_guentheri,1,[23]
Scelotes_inornatus,1,[23]
Scelotes_insularis,1,[23]
Scelotes_kasneri,1,[23]
Scelotes_limpopoensis,1,[23]
Scelotes_mirus,1,[23]
Scelotes_montispectus,1,[23]
Scelotes_mossambicus,1,[23]
Scelotes_poensis,1,[23]
Scelotes_schebeni,1,[23]
Scelotes_sexlineatus,1,[23]
Scelotes_uluguruensis,1,[23]
Scelotes_vestigifer,1,[23]
Scincella_barbouri,0,[24]
Scincella_formosensis,0,[24]
Scincella_ladacensis,0,[24]
Scincella_lateralis,0,[24]
Scincella_modesta,0,[24]
Scincus_mitranus,1,[23]
Scolecophis_atrocinctus,0,[19]
Scriptosaura_catimbau,0,[9]
Seminatrix_pygaea,1,[19]
Senticolis_triaspis,0,[19]
Sepsina_alberti,1,[23]
Sepsina_angolensis,1,[23]
Sepsina_bayoni,1,[23]
Sepsina_copei,1,[23]
Sepsina_tetradactyla,1,[23]
Shinisaurus_crocodilurus,1,[13]
Sibon_annulatus,0,[19]
Sibon_annulifera,0,[19]
Sibon_anthracops,0,[19]
Sibon_argus,0,[19]
Sibon_carri,0,[19]
Sibon_dimidiatus,0,[19]
Sibon_dunni,0,[19]
Sibon_fischeri,0,[19]
Sibon_lamari,0,[19]
Sibon_linearis,0,[19]
Sibon_longifrenis,0,[19]
Sibon_manzanaresi,0,[19]
Sibon_miskitus,0,[19]
Sibon_nebulatus,0,[19]
Sibon_sanniolus,0,[19]
Sibynomorphus_inaequifasciatus,0,[19]
Sibynomorphus_lavillai,0,[19]
Sibynomorphus_mikanii,0,[19]
Sibynomorphus_neuwiedi,0,[19]
Sibynomorphus_oligozonatus,0,[19]
Sibynomorphus_oneilli,0,[19]
Sibynomorphus_petersi,0,[19]
Sibynomorphus_turgidus,0,[19]
Sibynomorphus_vagrans,0,[19]
Sibynomorphus_vagus,0,[19]
Sibynomorphus_ventrimaculatus,0,[19]
Sibynomorphus_williamsi,0,[19]
Sibynophis_bistrigatus,0,[19]
Sibynophis_bivittatus,0,[19]
Sibynophis_chinensis,0,[19]
Sibynophis_collaris,0,[19]
Sibynophis_geminatus,0,[19]
Sibynophis_melanocephalus,0,[19]
Sibynophis_sagittarius,0,[19]
Sibynophis_subpunctatus,0,[19]
Sibynophis_triangularis,0,[19]
Simophis_rhinostoma,0,[19]
Simophis_rohdei,0,[19]
Simoselaps_anomalus,0,[20]
Simoselaps_approximans,0,[20]
Simoselaps_australis,0,[20]
Simoselaps_bertholdi,0,[20]
Simoselaps_bimaculatus,0,[20]
Simoselaps_calonotus,0,[20]
Simoselaps_fasciolatus,0,[20]
Simoselaps_incinctus,0,[20]
Simoselaps_littoralis,0,[20]
Simoselaps_minimus,0,[20]
Simoselaps_morrisi,0,[20]
Simoselaps_roperi,0,[20]
Simoselaps_semifasciatus,0,[20]
Simoselaps_warro,0,[20]
Sinomicrurus_hatori,0,[20]
Sinomicrurus_japonicus,0,[20]
Sinomicrurus_kelloggi,0,[20]
Sinomicrurus_macclellandi,0,[20]
Sinomicrurus_sauteri,0,[20]
Sinonatrix_aequifasciata,0,[19]
Sinonatrix_annularis,1,[19]
Sinonatrix_percarinata,0,[19]
Sinonatrix_yunnanensis,0,[19]
Siphlophis_cervinus,0,[19]
Siphlophis_compressus,0,[19]
Siphlophis_leucocephalus,0,[19]
Siphlophis_longicaudatus,0,[19]
Siphlophis_pulcher,0,[19]
Siphlophis_worontzowi,0,[19]
Sistrurus_catenatus,1,[22]
Sistrurus_miliarius,1,[22]
Sitana_fusca,0,[2]
Sitana_ponticeriana,0,[2]
Sitana_schleichi,0,[2]
Sitana_sivalensis,0,[2]
Sonora_aemula,0,[19]
Sonora_michoacanensis,0,[19]
Sonora_semiannulata,0,[19]
Sordellina_punctata,0,[19]
Spalerosophis_arenarius,0,[19]
Spalerosophis_diadema,0,[19]
Spalerosophis_dolichospilus,0,[19]
Spalerosophis_josephscorteccii,0,[19]
Spalerosophis_microlepis,0,[19]
Sphaerodactylus_altavelensis,0,[4]
Sphaerodactylus_argivus,0,[4]
Sphaerodactylus_argus,0,[4]
Sphaerodactylus_ariasae,0,[4]
Sphaerodactylus_armasi,0,[4]
Sphaerodactylus_armstrongi,0,[4]
Sphaerodactylus_asterulus,0,[4]
Sphaerodactylus_beattyi,0,[4]
Sphaerodactylus_becki,0,[4]
Sphaerodactylus_bromeliarum,0,[4]
Sphaerodactylus_caicosensis,0,[4]
Sphaerodactylus_callocricus,0,[4]
Sphaerodactylus_celicara,0,[4]
Sphaerodactylus_cinereus,0,[4]
Sphaerodactylus_clenchi,0,[4]
Sphaerodactylus_cochranae,0,[4]
Sphaerodactylus_copei,0,[4]
Sphaerodactylus_corticola,0,[4]
Sphaerodactylus_cricoderus,0,[4]
Sphaerodactylus_cryphius,0,[4]
Sphaerodactylus_darlingtoni,0,[4]
Sphaerodactylus_difficilis,0,[4]
Sphaerodactylus_dimorphicus,0,[4]
Sphaerodactylus_docimus,0,[4]
Sphaerodactylus_dunni,0,[4]
Sphaerodactylus_elasmorhynchus,0,[4]
Sphaerodactylus_elegans,0,[4]
Sphaerodactylus_elegantulus,0,[4]
Sphaerodactylus_epiurus,0,[4]
Sphaerodactylus_fantasticus,0,[4]
Sphaerodactylus_gaigeae,0,[4]
Sphaerodactylus_gilvitorques,0,[4]
Sphaerodactylus_glaucus,0,[4]
Sphaerodactylus_goniorhynchus,0,[4]
Sphaerodactylus_graptolaemus,0,[4]
Sphaerodactylus_heliconiae,0,[4]
Sphaerodactylus_homolepis,0,[4]
Sphaerodactylus_inaguae,0,[4]
Sphaerodactylus_intermedius,0,[4]
Sphaerodactylus_kirbyi,0,[4]
Sphaerodactylus_klauberi,0,[4]
Sphaerodactylus_ladae,0,[4]
Sphaerodactylus_lazelli,0,[4]
Sphaerodactylus_leucaster,0,[4]
Sphaerodactylus_levinsi,0,[4]
Sphaerodactylus_lineolatus,0,[4]
Sphaerodactylus_macrolepis,0,[4]
Sphaerodactylus_mariguanae,0,[4]
Sphaerodactylus_microlepis,0,[4]
Sphaerodactylus_micropithecus,0,[4]
Sphaerodactylus_millepunctatus,0,[4]
Sphaerodactylus_molei,0,[4]
Sphaerodactylus_monensis,0,[4]
Sphaerodactylus_nicholsi,0,[4]
Sphaerodactylus_nigropunctatus,0,[4]
Sphaerodactylus_notatus,0,[4]
Sphaerodactylus_nycteropus,0,[4]
Sphaerodactylus_ocoae,0,[4]
Sphaerodactylus_oliveri,0,[4]
Sphaerodactylus_omoglaux,0,[4]
Sphaerodactylus_oxyrhinus,0,[4]
Sphaerodactylus_pacificus,0,[4]
Sphaerodactylus_parkeri,0,[4]
Sphaerodactylus_parthenopion,0,[4]
Sphaerodactylus_parvus,0,[4]
Sphaerodactylus_perissodactylius,0,[4]
Sphaerodactylus_phyzacinus,0,[4]
Sphaerodactylus_pimienta,0,[4]
Sphaerodactylus_plummeri,0,[4]
Sphaerodactylus_ramsdeni,0,[4]
Sphaerodactylus_randi,0,[4]
Sphaerodactylus_rhabdotus,0,[4]
Sphaerodactylus_richardi,0,[4]
Sphaerodactylus_richardsonii,0,[4]
Sphaerodactylus_roosevelti,0,[4]
Sphaerodactylus_rosaurae,0,[4]
Sphaerodactylus_ruibali,0,[4]
Sphaerodactylus_sabanus,0,[4]
Sphaerodactylus_samanensis,0,[4]
Sphaerodactylus_savagei,0,[4]
Sphaerodactylus_scaber,0,[4]
Sphaerodactylus_scapularis,0,[4]
Sphaerodactylus_schuberti,0,[4]
Sphaerodactylus_schwartzi,0,[4]
Sphaerodactylus_semasiops,0,[4]
Sphaerodactylus_shrevei,0,[4]
Sphaerodactylus_siboney,0,[4]
Sphaerodactylus_sommeri,0,[4]
Sphaerodactylus_sputator,0,[4]
Sphaerodactylus_storeyae,0,[4]
Sphaerodactylus_streptophorus,0,[4]
Sphaerodactylus_thompsoni,0,[4]
Sphaerodactylus_torrei,0,[4]
Sphaerodactylus_townsendi,0,[4]
Sphaerodactylus_underwoodi,0,[4]
Sphaerodactylus_vincenti,0,[4]
Sphaerodactylus_williamsi,0,[4]
Sphaerodactylus_zygaena,0,[4]
Sphenodon_punctatus,0,[0]
Sphenomorphus_arborens,0,[24]
Sphenomorphus_assatus,0,[24]
Sphenomorphus_brunneus,0,[24]
Sphenomorphus_bukitensis,0,[24]
Sphenomorphus_cherriei,0,[24]
Sphenomorphus_cinereus,1,[24]
Sphenomorphus_concinnatus,1,[24]
Sphenomorphus_cranei,0,[24]
Sphenomorphus_derroyae,0,[24]
Sphenomorphus_fragilis,1,[24]
Sphenomorphus_incognitus,0,[24]
Sphenomorphus_indicus,1,[24]
Sphenomorphus_jagori,0,[24]
Sphenomorphus_jobiensis,0,[24]
Sphenomorphus_leptofasciatus,1,[24]
Sphenomorphus_longicaudatus,1,[24]
Sphenomorphus_melanopogon,0,[24]
Sphenomorphus_muelleri,0,[24]
Sphenomorphus_multisquamatus,0,[24]
Sphenomorphus_nigriventris,0,[24]
Sphenomorphus_nigrolineata,0,[24]
Sphenomorphus_oligolepis,0,[24]
Sphenomorphus_sabanus,0,[24]
Sphenomorphus_schultzei,0,[24]
Sphenomorphus_scotophilus,0,[24]
Sphenomorphus_solomonis,0,[24]
Sphenomorphus_stickeli,0,[24]
Sphenomorphus_undulatus,0,[24]
Spilotes_pullatus,0,[19]
Stegonotus_batjanensis,0,[19]
Stegonotus_borneensis,0,[19]
Stegonotus_cucullatus,0,[19]
Stegonotus_diehli,0,[19]
Stegonotus_florensis,0,[19]
Stegonotus_guentheri,0,[19]
Stegonotus_heterurus,0,[19]
Stegonotus_modestus,0,[19]
Stegonotus_parvus,0,[19]
Stenocercus_aculeatus,0,[7]
Stenocercus_angel,0,[7]
Stenocercus_angulifer,0,[7]
Stenocercus_apurimacus,0,[7]
Stenocercus_azureus,0,[7]
Stenocercus_boettgeri,0,[7]
Stenocercus_bolivarensis,0,[7]
Stenocercus_caducus,0,[7]
Stenocercus_carrioni,0,[7]
Stenocercus_chlorostictus,0,[7]
Stenocercus_chota,0,[7]
Stenocercus_chrysopygus,0,[7]
Stenocercus_crassicaudatus,0,[7]
Stenocercus_cupreus,0,[7]
Stenocercus_doellojuradoi,0,[7]
Stenocercus_dumerilii,0,[7]
Stenocercus_empetrus,0,[7]
Stenocercus_erythrogaster,0,[7]
Stenocercus_eunetopsis,0,[7]
Stenocercus_festae,0,[7]
Stenocercus_fimbriatus,0,[7]
Stenocercus_formosus,0,[7]
Stenocercus_frittsi,0,[7]
Stenocercus_guentheri,0,[7]
Stenocercus_haenschi,0,[7]
Stenocercus_huancabambae,0,[7]
Stenocercus_humeralis,0,[7]
Stenocercus_imitator,0,[7]
Stenocercus_iridescens,0,[7]
Stenocercus_ivitus,0,[7]
Stenocercus_lache,0,[7]
Stenocercus_latebrosus,0,[7]
Stenocercus_limitaris,0,[7]
Stenocercus_marmoratus,0,[7]
Stenocercus_melanopygus,0,[7]
Stenocercus_modestus,0,[7]
Stenocercus_nigromaculatus,0,[7]
Stenocercus_nubicola,0,[7]
Stenocercus_ochoai,0,[7]
Stenocercus_orientalis,0,[7]
Stenocercus_ornatissimus,0,[7]
Stenocercus_ornatus,0,[7]
Stenocercus_pectinatus,0,[7]
Stenocercus_percultus,0,[7]
Stenocercus_praeornatus,0,[7]
Stenocercus_prionotus,0,[7]
Stenocercus_puyango,0,[7]
Stenocercus_quinarius,0,[7]
Stenocercus_rhodomelas,0,[7]
Stenocercus_roseiventris,0,[7]
Stenocercus_santander,0,[7]
Stenocercus_scapularis,0,[7]
Stenocercus_simonsii,0,[7]
Stenocercus_sinesaccus,0,[7]
Stenocercus_squarrosus,0,[7]
Stenocercus_stigmosus,0,[7]
Stenocercus_torquatus,0,[7]
Stenocercus_trachycephalus,0,[7]
Stenocercus_tricristatus,0,[7]
Stenocercus_variabilis,0,[7]
Stenocercus_varius,0,[7]
Stenodactylus_affinis,0,[4]
Stenodactylus_arabicus,0,[4]
Stenodactylus_doriae,0,[4]
Stenodactylus_grandiceps,0,[4]
Stenodactylus_khobarensis,0,[4]
Stenodactylus_leptocosymbotus,0,[4]
Stenodactylus_petrii,0,[4]
Stenodactylus_pulcher,0,[4]
Stenodactylus_slevini,0,[4]
Stenodactylus_sthenodactylus,0,[4]
Stenodactylus_yemenensis,0,[4]
Stenolepis_ridleyi,0,[9]
Stenophis_arctifasciatus,0,[21]
Stenophis_betsileanus,0,[21]
Stenophis_carleti,0,[21]
Stenophis_citrinus,1,[21]
Stenophis_gaimardi,0,[21]
Stenophis_granuliceps,0,[21]
Stenophis_guentheri,0,[21]
Stenophis_iarakaensis,0,[21]
Stenophis_inopinae,0,[21]
Stenophis_inornatus,0,[21]
Stenophis_pseudogranuliceps,1,[21]
Stenophis_variabilis,0,[21]
Stenorrhina_degenhardtii,0,[19]
Stenorrhina_freminvillei,0,[19]
Stoliczkaia_borneensis,0,[17]
Stoliczkia_khasiensis,0,[17]
Storeria_dekayi,1,[19]
Storeria_hidalgoensis,1,[19]
Storeria_occipitomaculata,1,[19]
Storeria_storerioides,1,[19]
Strobilurus_torquatus,0,[7]
Strophurus_assimilis,0,[4]
Strophurus_ciliaris,0,[4]
Strophurus_elderi,0,[4]
Strophurus_intermedius,0,[4]
Strophurus_jeanae,0,[4]
Strophurus_krisalys,0,[4]
