Species,Parity,Reference
Coniophanes_andresensis,0,[19]
Coniophanes_bipunctatus,0,[19]
Coniophanes_dromiciformis,0,[19]
Coniophanes_fissidens,0,[19]
Coniophanes_imperialis,0,[19]
Coniophanes_joanae,0,[19]
Coniophanes_lateritius,0,[19]
Coniophanes_longinquus,0,[19]
Coniophanes_meridanus,0,[19]
Coniophanes_piceivittis,0,[19]
Coniophanes_quinquevittatus,0,[19]
Coniophanes_sarae,0,[19]
Coniophanes_schmidti,0,[19]
Conolophus_pallidus,0,[7]
Conolophus_subcristatus,0,[7]
Conophis_lineatus,0,[19]
Conophis_morai,0,[19]
Conophis_pulcher,0,[19]
Conophis_vittatus,0,[19]
Conopsis_acuta,1,[19]
Conopsis_amphisticha,1,[19]
Conopsis_biserialis,1,[19]
Conopsis_lineata,1,[19]
Conopsis_megalodon,1,[19]
Conopsis_nasus,1,[19]
Contia_tenuis,0,[19]
Cophosaurus_texanus,0,[7]
Cophoscincopus_durus,0,[24]
Cophoscincopus_greeri,0,[24]
Cophoscincopus_simulans,0,[24]
Cophotis_ceylanica,1,[2]
Cophotis_dumbara,1,[2]
Corallus_annulatus,1,[18]
Corallus_caninus,1,[18]
Corallus_cookii,1,[18]
Corallus_cropanii,1,[18]
Corallus_hortulanus,1,[18]
Corallus_ruschenbergerii,1,[18]
Cordylosaurus_subtessellatus,0,[6]
Cordylus_angolensis,1,[6]
Cordylus_aridus,1,[6]
Cordylus_beraduccii,1,[6]
Cordylus_campbelli,1,[6]
Cordylus_capensis,1,[6]
Cordylus_cataphractus,1,[6]
Cordylus_cloetei,1,[6]
Cordylus_coeruleopunctatus,1,[6]
Cordylus_cordylus,1,[6]
Cordylus_giganteus,1,[6]
Cordylus_imkeae,1,[6]
Cordylus_jonesii,1,[6]
Cordylus_jordani,1,[6]
Cordylus_langi,1,[6]
Cordylus_lawrenci,1,[6]
Cordylus_macropholis,1,[6]
Cordylus_mclachlani,1,[6]
Cordylus_meculae,1,[6]
Cordylus_melanotus,1,[6]
Cordylus_microlepidotus,1,[6]
Cordylus_minor,1,[6]
Cordylus_namaquensis,1,[6]
Cordylus_nebulosus,1,[6]
Cordylus_niger,1,[6]
Cordylus_nyikae,1,[6]
Cordylus_oelofseni,1,[6]
Cordylus_peersi,1,[6]
Cordylus_polyzonus,1,[6]
Cordylus_pustulatus,1,[6]
Cordylus_rhodesianus,1,[6]
Cordylus_rivae,1,[6]
Cordylus_spinosus,1,[6]
Cordylus_tasmani,1,[6]
Cordylus_tropidosternum,1,[6]
Cordylus_ukingensis,1,[6]
Cordylus_vittifer,1,[6]
Cordylus_warreni,1,[6]
Coronella_austriaca,1,[19]
Coronella_brachyura,0,[19]
Coronella_girondica,0,[19]
Corucia_zebrata,1,[24]
Coryphophylax_subcristatus,0,[2]
Corytophanes_cristatus,0,[7]
Corytophanes_hernandesii,0,[7]
Corytophanes_percarinatus,1,[7]
Cosymbotus_craspedotus,0,[4]
Crenadactylus_ocellatus,0,[4]
Cricosaura_typica,1,[14]
Crisantophis_nevermanni,0,[19]
Crocodilurus_amazonicus,0,[9]
Crossobamon_eversmanni,0,[4]
Crossobamon_orientalis,0,[4]
Crotalus_adamanteus,1,[22]
Crotalus_aquilus,1,[22]
Crotalus_atrox,1,[22]
Crotalus_basiliscus,1,[22]
Crotalus_catalinensis,1,[22]
Crotalus_cerastes,1,[22]
Crotalus_culminatus,1,[22]
Crotalus_durissus,1,[22]
Crotalus_enyo,1,[22]
Crotalus_ericsmithi,1,[22]
Crotalus_horridus,1,[22]
Crotalus_intermedius,1,[22]
Crotalus_lannomi,1,[22]
Crotalus_lepidus,1,[22]
Crotalus_mitchellii,1,[22]
Crotalus_molossus,1,[22]
Crotalus_oreganus,1,[22]
Crotalus_polystictus,1,[22]
Crotalus_pricei,1,[22]
Crotalus_pusillus,1,[22]
Crotalus_ravus,1,[22]
Crotalus_ruber,1,[22]
Crotalus_scutulatus,1,[22]
Crotalus_simus,1,[22]
Crotalus_stejnegeri,1,[22]
Crotalus_tancitarensis,1,[22]
Crotalus_tigris,1,[22]
Crotalus_tortugensis,1,[22]
Crotalus_totonacus,1,[22]
Crotalus_transversus,1,[22]
Crotalus_triseriatus,1,[22]
Crotalus_tzabcan,1,[22]
Crotalus_unicolor,1,[22]
Crotalus_vegrandis,1,[22]
Crotalus_viridis,1,[22]
Crotalus_willardi,1,[22]
Crotaphopeltis_barotseensis,0,[19]
Crotaphopeltis_braestrupi,0,[19]
Crotaphopeltis_degeni,0,[19]
Crotaphopeltis_hippocrepis,0,[19]
Crotaphopeltis_hotamboeia,0,[19]
Crotaphopeltis_tornieri,0,[19]
Crotaphytus_antiquus,0,[7]
Crotaphytus_bicinctores,0,[7]
Crotaphytus_collaris,0,[7]
Crotaphytus_grismeri,0,[7]
Crotaphytus_insularis,0,[7]
Crotaphytus_nebrius,0,[7]
Crotaphytus_reticulatus,0,[7]
Crotaphytus_vestigium,0,[7]
Cryophis_hallbergi,0,[19]
Cryptactites_peringueyi,0,[4]
Cryptagama_aurita,0,[2]
Cryptelytrops_albolabris,1,[22]
Cryptelytrops_andersonii,1,[22]
Cryptelytrops_cantori,1,[22]
Cryptelytrops_erythrurus,1,[22]
Cryptelytrops_fasciatus,1,[22]
Cryptelytrops_honsonensis,1,[22]
Cryptelytrops_insularis,1,[22]
Cryptelytrops_kanburiensis,1,[22]
Cryptelytrops_labialis,1,[22]
Cryptelytrops_macrops,1,[22]
Cryptelytrops_purpureomaculatus,1,[22]
Cryptelytrops_septentrionalis,1,[22]
Cryptelytrops_venustus,1,[22]
Cryptoblepharus_adamsi,0,[24]
Cryptoblepharus_africanus,0,[24]
Cryptoblepharus_ahli,0,[24]
Cryptoblepharus_aldabrae,0,[24]
Cryptoblepharus_ater,0,[24]
Cryptoblepharus_australis,0,[24]
Cryptoblepharus_balinensis,0,[24]
Cryptoblepharus_bitaeniatus,0,[24]
Cryptoblepharus_boutonii,0,[24]
Cryptoblepharus_buchananii,0,[24]
Cryptoblepharus_burdeni,0,[24]
Cryptoblepharus_caudatus,0,[24]
Cryptoblepharus_cognatus,0,[24]
Cryptoblepharus_cursor,0,[24]
Cryptoblepharus_cygnatus,0,[24]
Cryptoblepharus_daedalos,0,[24]
Cryptoblepharus_egeriae,0,[24]
Cryptoblepharus_eximius,0,[24]
Cryptoblepharus_exochus,0,[24]
Cryptoblepharus_fuhni,0,[24]
Cryptoblepharus_furvus,0,[24]
Cryptoblepharus_gloriosus,0,[24]
Cryptoblepharus_gurrmul,0,[24]
Cryptoblepharus_juno,0,[24]
Cryptoblepharus_keiensis,0,[24]
Cryptoblepharus_leschenault,0,[24]
Cryptoblepharus_litoralis,0,[24]
Cryptoblepharus_megastictus,0,[24]
Cryptoblepharus_mertensi,0,[24]
Cryptoblepharus_metallicus,0,[24]
Cryptoblepharus_nigropunctatus,0,[24]
Cryptoblepharus_novaeguineae,0,[24]
Cryptoblepharus_novocaledonicus,0,[24]
Cryptoblepharus_novohebridicus,0,[24]
Cryptoblepharus_ochrus,0,[24]
Cryptoblepharus_pannosus,0,[24]
Cryptoblepharus_plagiocephalus,0,[24]
Cryptoblepharus_poecilopleurus,0,[24]
Cryptoblepharus_pulcher,0,[24]
Cryptoblepharus_quinquetaeniatus,0,[24]
Cryptoblepharus_renschi,0,[24]
Cryptoblepharus_richardsi,0,[24]
Cryptoblepharus_ruber,0,[24]
Cryptoblepharus_rutilus,0,[24]
Cryptoblepharus_schlegelianus,0,[24]
Cryptoblepharus_tytthos,0,[24]
Cryptoblepharus_ustulatus,0,[24]
Cryptoblepharus_virgatus,0,[24]
Cryptoblepharus_voeltzkowi,0,[24]
Cryptoblepharus_wulbu,0,[24]
Cryptoblepharus_xenikos,0,[24]
Cryptoblepharus_yulensis,0,[24]
Cryptoblepharus_zoticus,0,[24]
Ctenoblepharys_adspersa,0,[7]
Ctenophorus_adelaidensis,0,[2]
Ctenophorus_caudicinctus,0,[2]
Ctenophorus_clayi,0,[2]
Ctenophorus_cristatus,0,[2]
Ctenophorus_decresii,0,[2]
Ctenophorus_femoralis,0,[2]
Ctenophorus_fionni,0,[2]
Ctenophorus_fordi,0,[2]
Ctenophorus_gibba,0,[2]
Ctenophorus_isolepis,0,[2]
Ctenophorus_maculatus,0,[2]
Ctenophorus_maculosus,0,[2]
Ctenophorus_mckenziei,0,[2]
Ctenophorus_nguyarna,0,[2]
Ctenophorus_nuchalis,0,[2]
Ctenophorus_ornatus,0,[2]
Ctenophorus_pictus,0,[2]
Ctenophorus_reticulatus,0,[2]
Ctenophorus_rufescens,0,[2]
Ctenophorus_salinarum,0,[2]
Ctenophorus_scutulatus,0,[2]
Ctenophorus_tjantjalka,0,[2]
Ctenophorus_vadnappa,0,[2]
Ctenophorus_yinnietharra,0,[2]
Ctenosaura_acanthura,0,[7]
Ctenosaura_alfredschmidti,0,[7]
Ctenosaura_bakeri,0,[7]
Ctenosaura_clarki,0,[7]
Ctenosaura_defensor,0,[7]
Ctenosaura_flavidorsalis,0,[7]
Ctenosaura_hemilopha,0,[7]
Ctenosaura_melanosterna,0,[7]
Ctenosaura_oaxacana,0,[7]
Ctenosaura_oedirhina,0,[7]
Ctenosaura_palearis,0,[7]
Ctenosaura_pectinata,0,[7]
Ctenosaura_quinquecarinata,0,[7]
Ctenosaura_similis,0,[7]
Ctenotus_agrestis,0,[24]
Ctenotus_alacer,0,[24]
Ctenotus_alleni,0,[24]
Ctenotus_allotropis,0,[24]
Ctenotus_angusticeps,0,[24]
Ctenotus_aphrodite,0,[24]
Ctenotus_arcanus,0,[24]
Ctenotus_ariadnae,0,[24]
Ctenotus_arnhemensis,0,[24]
Ctenotus_astarte,0,[24]
Ctenotus_astictus,0,[24]
Ctenotus_atlas,0,[24]
Ctenotus_australis,0,[24]
Ctenotus_borealis,0,[24]
Ctenotus_brachyonyx,0,[24]
Ctenotus_brevipes,0,[24]
Ctenotus_brooksi,0,[24]
Ctenotus_burbidgei,0,[24]
Ctenotus_calurus,0,[24]
Ctenotus_capricorni,0,[24]
Ctenotus_catenifer,0,[24]
Ctenotus_coggeri,0,[24]
Ctenotus_colletti,0,[24]
Ctenotus_decaneurus,0,[24]
Ctenotus_delli,0,[24]
Ctenotus_dux,0,[24]
Ctenotus_ehmanni,0,[24]
Ctenotus_essingtonii,0,[24]
Ctenotus_eurydice,0,[24]
Ctenotus_eutaenius,0,[24]
Ctenotus_fallens,0,[24]
Ctenotus_gagudju,0,[24]
Ctenotus_gemmula,0,[24]
Ctenotus_grandis,0,[24]
Ctenotus_greeri,0,[24]
Ctenotus_hanloni,0,[24]
Ctenotus_hebetior,0,[24]
Ctenotus_helenae,0,[24]
Ctenotus_hilli,0,[24]
Ctenotus_iapetus,0,[24]
Ctenotus_impar,0,[24]
Ctenotus_ingrami,0,[24]
Ctenotus_inornatus,0,[24]
Ctenotus_joanae,0,[24]
Ctenotus_kurnbudj,0,[24]
Ctenotus_labillardieri,0,[24]
Ctenotus_lancelini,0,[24]
Ctenotus_lateralis,0,[24]
Ctenotus_leae,0,[24]
Ctenotus_leonhardii,0,[24]
Ctenotus_maryani,0,[24]
Ctenotus_mastigura,0,[24]
Ctenotus_militaris,0,[24]
Ctenotus_mimetes,0,[24]
Ctenotus_monticola,0,[24]
Ctenotus_nasutus,0,[24]
Ctenotus_nigrilineatus,0,[24]
Ctenotus_nullum,0,[24]
Ctenotus_olympicus,0,[24]
Ctenotus_pallescens,0,[24]
Ctenotus_pantherinus,0,[24]
Ctenotus_piankai,0,[24]
Ctenotus_pulchellus,0,[24]
Ctenotus_quattuordecimlineatus,0,[24]
Ctenotus_quinkan,0,[24]
Ctenotus_quirinus,0,[24]
Ctenotus_rawlinsoni,0,[24]
Ctenotus_regius,0,[24]
Ctenotus_rimacolus,0,[24]
Ctenotus_robustus,0,[24]
Ctenotus_rosarium,0,[24]
Ctenotus_rubicundus,0,[24]
Ctenotus_rufescens,0,[24]
Ctenotus_rutilans,0,[24]
Ctenotus_saxatilis,0,[24]
Ctenotus_schevilli,0,[24]
Ctenotus_schomburgkii,0,[24]
Ctenotus_septenarius,0,[24]
Ctenotus_serotinus,0,[24]
Ctenotus_serventyi,0,[24]
Ctenotus_severus,0,[24]
Ctenotus_spaldingi,0,[24]
Ctenotus_storri,0,[24]
Ctenotus_strauchii,0,[24]
Ctenotus_striaticeps,0,[24]
Ctenotus_stuarti,0,[24]
Ctenotus_taeniolatus,0,[24]
Ctenotus_tanamiensis,0,[24]
Ctenotus_tantillus,0,[24]
Ctenotus_terrareginae,0,[24]
Ctenotus_uber,0,[24]
Ctenotus_vertebralis,0,[24]
Ctenotus_xenopleura,0,[24]
Ctenotus_youngsoni,0,[24]
Ctenotus_zastictus,0,[24]
Ctenotus_zebrilla,0,[24]
Cyclodina_aenea,1,[24]
Cyclodina_alani,1,[24]
Cyclodina_hardyi,1,[24]
Cyclodina_levidensa,1,[24]
Cyclodina_lichenigera,0,[24]
Cyclodina_macgregori,1,[24]
Cyclodina_oliveri,1,[24]
Cyclodina_ornata,1,[24]
Cyclodina_townsi,1,[24]
Cyclodina_whitakeri,1,[24]
Cyclodomorphus_branchialis,1,[24]
Cyclodomorphus_casuarinae,1,[24]
Cyclodomorphus_celatus,1,[24]
Cyclodomorphus_maxima,1,[24]
Cyclodomorphus_melanops,1,[24]
Cyclodomorphus_michaeli,1,[24]
Cyclodomorphus_praealtus,1,[24]
Cyclodomorphus_venustus,1,[24]
Cyclophiops_doriae,0,[19]
Cyclophiops_major,0,[19]
Cyclophiops_multicinctus,0,[19]
Cyclophiops_semicarinatus,0,[19]
Cyclotyphlops_deharvengi,0,[16]
Cyclura_carinata,0,[7]
Cyclura_collei,0,[7]
Cyclura_cornuta,0,[7]
Cyclura_cychlura,0,[7]
Cyclura_nubila,0,[7]
Cyclura_pinguis,0,[7]
Cyclura_ricordi,0,[7]
Cyclura_rileyi,0,[7]
Cylindrophis_aruensis,1,[15]
Cylindrophis_boulengeri,1,[15]
Cylindrophis_engkariensis,1,[15]
Cylindrophis_isolepis,1,[15]
Cylindrophis_lineatus,1,[15]
Cylindrophis_maculatus,1,[15]
Cylindrophis_melanotus,1,[15]
Cylindrophis_opisthorhodus,1,[15]
Cylindrophis_ruffus,1,[15]
Cylindrophis_yamdena,1,[15]
Cynisca_bifrontalis,0,[1]
Cynisca_degrysi,0,[1]
Cynisca_feae,0,[1]
Cynisca_gansi,0,[1]
Cynisca_haugi,0,[1]
Cynisca_kigomensis,0,[1]
Cynisca_kraussi,0,[1]
Cynisca_leonina,0,[1]
Cynisca_leucura,0,[1]
Cynisca_liberiensis,0,[1]
Cynisca_muelleri,0,[1]
Cynisca_nigeriensis,0,[1]
Cynisca_oligopholis,0,[1]
Cynisca_rouxae,0,[1]
Cynisca_schaeferi,0,[1]
Cynisca_senegalensis,0,[1]
Cynisca_williamsi,0,[1]
Cyrtodactylus_aaroni,0,[4]
Cyrtodactylus_abrae,0,[4]
Cyrtodactylus_adleri,0,[4]
Cyrtodactylus_aequalis,0,[4]
Cyrtodactylus_agusanensis,0,[4]
Cyrtodactylus_angularis,0,[4]
Cyrtodactylus_annandalei,0,[4]
Cyrtodactylus_annulatus,0,[4]
Cyrtodactylus_aravallensis,0,[4]
Cyrtodactylus_aurensis,0,[4]
Cyrtodactylus_ayeyarwadyensis,0,[4]
Cyrtodactylus_badenensis,0,[4]
Cyrtodactylus_baluensis,0,[4]
Cyrtodactylus_batucolus,0,[4]
Cyrtodactylus_biordinis,0,[4]
Cyrtodactylus_brevidactylus,0,[4]
Cyrtodactylus_brevipalmatus,0,[4]
Cyrtodactylus_buchardi,0,[4]
Cyrtodactylus_caovansungi,0,[4]
Cyrtodactylus_capreoloides,0,[4]
Cyrtodactylus_cavernicolus,0,[4]
Cyrtodactylus_chanhomeae,0,[4]
Cyrtodactylus_chauquangensis,0,[4]
Cyrtodactylus_chrysopylos,0,[4]
Cyrtodactylus_collegalensis,0,[4]
Cyrtodactylus_condorensis,0,[4]
Cyrtodactylus_consobrinoides,0,[4]
Cyrtodactylus_consobrinus,0,[4]
Cyrtodactylus_cracens,0,[4]
Cyrtodactylus_cryptus,0,[4]
Cyrtodactylus_darmandvillei,0,[4]
Cyrtodactylus_derongo,0,[4]
Cyrtodactylus_deveti,0,[4]
Cyrtodactylus_edwardtaylori,0,[4]
Cyrtodactylus_eisenmani,0,[4]
Cyrtodactylus_elok,0,[4]
Cyrtodactylus_epiroticus,0,[4]
Cyrtodactylus_feae,0,[4]
Cyrtodactylus_fraenatus,0,[4]
Cyrtodactylus_fumosus,0,[4]
Cyrtodactylus_gansi,0,[4]
Cyrtodactylus_gordongekkoi,0,[4]
Cyrtodactylus_grismeri,0,[4]
Cyrtodactylus_gubernatoris,0,[4]
Cyrtodactylus_huynhi,0,[4]
Cyrtodactylus_ingeri,0,[4]
Cyrtodactylus_interdigitalis,0,[4]
Cyrtodactylus_intermedius,0,[4]
Cyrtodactylus_irianjayaensis,0,[4]
Cyrtodactylus_irregularis,0,[4]
Cyrtodactylus_jarakensis,0,[4]
Cyrtodactylus_jarujini,0,[4]
Cyrtodactylus_jellesmae,0,[4]
Cyrtodactylus_khasiensis,0,[4]
Cyrtodactylus_klugei,0,[4]
Cyrtodactylus_laevigatus,0,[4]
Cyrtodactylus_lateralis,0,[4]
Cyrtodactylus_loriae,0,[4]
Cyrtodactylus_louisiadensis,0,[4]
Cyrtodactylus_macrotuberculatus,0,[4]
Cyrtodactylus_malayanus,0,[4]
Cyrtodactylus_malcomsmithi,0,[4]
Cyrtodactylus_mansarulus,0,[4]
Cyrtodactylus_marmoratus,0,[4]
Cyrtodactylus_matsuii,0,[4]
Cyrtodactylus_mimikanus,0,[4]
Cyrtodactylus_murua,0,[4]
Cyrtodactylus_nebulosus,0,[4]
Cyrtodactylus_nigriocularis,0,[4]
Cyrtodactylus_novaeguineae,0,[4]
Cyrtodactylus_oldhami,0,[4]
Cyrtodactylus_pantiensis,0,[4]
Cyrtodactylus_papilionoides,0,[4]
Cyrtodactylus_papuensis,0,[4]
Cyrtodactylus_paradoxus,0,[4]
Cyrtodactylus_peguensis,0,[4]
Cyrtodactylus_philippinicus,0,[4]
Cyrtodactylus_phongnhakebangensis,0,[4]
Cyrtodactylus_pseudoquadrivirgatus,0,[4]
Cyrtodactylus_pubisulcus,0,[4]
Cyrtodactylus_pulchellus,0,[4]
Cyrtodactylus_quadrivirgatus,0,[4]
Cyrtodactylus_ramboda,0,[4]
Cyrtodactylus_redimiculus,0,[4]
Cyrtodactylus_robustus,0,[4]
Cyrtodactylus_rubidus,0,[4]
Cyrtodactylus_russelli,0,[4]
Cyrtodactylus_sadleiri,0,[4]
Cyrtodactylus_semenanjungensis,0,[4]
Cyrtodactylus_seribuatensis,0,[4]
Cyrtodactylus_sermowaiensis,0,[4]
Cyrtodactylus_serratus,0,[4]
Cyrtodactylus_slowinskii,0,[4]
Cyrtodactylus_soba,0,[4]
Cyrtodactylus_solomonensis,0,[4]
Cyrtodactylus_spinosus,0,[4]
Cyrtodactylus_stoliczkai,0,[4]
Cyrtodactylus_stresemanni,0,[4]
Cyrtodactylus_subsolanus,0,[4]
Cyrtodactylus_sumonthai,0,[4]
Cyrtodactylus_sworderi,0,[4]
Cyrtodactylus_takouensis,0,[4]
Cyrtodactylus_thirakhupti,0,[4]
Cyrtodactylus_tibetanus,0,[4]
Cyrtodactylus_tigroides,0,[4]
Cyrtodactylus_tiomanensis,0,[4]
Cyrtodactylus_tripartitus,0,[4]
Cyrtodactylus_tuberculatus,0,[4]
Cyrtodactylus_variegatus,0,[4]
Cyrtodactylus_wakeorum,0,[4]
Cyrtodactylus_wallacei,0,[4]
Cyrtodactylus_walli,0,[4]
Cyrtodactylus_wetariensis,0,[4]
Cyrtodactylus_yoshii,0,[4]
Cyrtodactylus_zugi,0,[4]
Cyrtopodion_agamuroides,0,[4]
Cyrtopodion_amictophole,0,[4]
Cyrtopodion_baigii,0,[4]
Cyrtopodion_battalense,0,[4]
Cyrtopodion_baturense,0,[4]
Cyrtopodion_brachykolon,0,[4]
Cyrtopodion_brevipes,0,[4]
Cyrtopodion_caspium,0,[4]
Cyrtopodion_chitralense,0,[4]
Cyrtopodion_dattanense,0,[4]
Cyrtopodion_elongatum,0,[4]
Cyrtopodion_fasciolatum,0,[4]
Cyrtopodion_fedtschenkoi,0,[4]
Cyrtopodion_fortmunroi,0,[4]
Cyrtopodion_gastrophole,0,[4]
Cyrtopodion_heterocercum,0,[4]
Cyrtopodion_himalayanum,0,[4]
Cyrtopodion_indusoani,0,[4]
Cyrtopodion_kachhensis,0,[4]
Cyrtopodion_kirmanense,0,[4]
Cyrtopodion_kohsulaimanai,0,[4]
Cyrtopodion_kotschyi,0,[4]
Cyrtopodion_lawderanum,0,[4]
Cyrtopodion_longipes,0,[4]
Cyrtopodion_medogense,0,[4]
Cyrtopodion_mintoni,0,[4]
Cyrtopodion_montiumsalsorum,0,[4]
Cyrtopodion_narynense,0,[4]
Cyrtopodion_potoharense,0,[4]
Cyrtopodion_rhodocaudum,0,[4]
Cyrtopodion_rohtasfortai,0,[4]
Cyrtopodion_russowii,0,[4]
Cyrtopodion_sagittiferum,0,[4]
Cyrtopodion_scabrum,0,[4]
Cyrtopodion_sistanensis,0,[4]
Cyrtopodion_spinicaudum,0,[4]
Cyrtopodion_turcmenicum,0,[4]
Cyrtopodion_voraginosum,0,[4]
Cyrtopodion_watsoni,0,[4]
Daboia_russelii,1,[22]
Dalmatolacerta_oxycephala,0,[11]
Dalophia_angolensis,0,[1]
Dalophia_ellenbergeri,0,[1]
Dalophia_gigantea,0,[1]
Dalophia_longicauda,0,[1]
Dalophia_luluae,0,[1]
Dalophia_pistillum,0,[1]
Darevskia_alpina,0,[11]
Darevskia_armeniaca,0,[11]
Darevskia_bendimahiensis,0,[11]
Darevskia_brauneri,0,[11]
Darevskia_caucasica,0,[11]
Darevskia_chlorogaster,0,[11]
Darevskia_clarkorum,0,[11]
Darevskia_daghestanica,0,[11]
Darevskia_dahli,0,[11]
Darevskia_defilippii,0,[11]
Darevskia_derjugini,0,[11]
Darevskia_dryada,0,[11]
Darevskia_lindholmi,0,[11]
Darevskia_mixta,0,[11]
Darevskia_parvula,0,[11]
Darevskia_portschinskii,0,[11]
Darevskia_praticola,0,[11]
Darevskia_raddei,0,[11]
Darevskia_rostombekovi,0,[11]
Darevskia_rudis,0,[11]
Darevskia_sapphirina,0,[11]
Darevskia_saxicola,0,[11]
Darevskia_steineri,0,[11]
Darevskia_unisexualis,0,[11]
Darevskia_uzzelli,0,[11]
Darevskia_valentini,0,[11]
Darlingtonia_haetiana,0,[19]
Dasia_griffini,0,[24]
Dasia_grisea,0,[24]
Dasia_haliana,0,[24]
Dasia_nicobarensis,0,[24]
Dasia_olivacea,0,[24]
Dasia_semicincta,0,[24]
Dasia_subcaerulea,0,[24]
Dasypeltis_abyssina,0,[19]
Dasypeltis_atra,0,[19]
Dasypeltis_confusa,0,[19]
Dasypeltis_fasciata,0,[19]
Dasypeltis_gansi,0,[19]
Dasypeltis_inornata,0,[19]
Dasypeltis_medici,0,[19]
Dasypeltis_sahelensis,0,[19]
Dasypeltis_scabra,0,[19]
Deinagkistrodon_acutus,0,[22]
Delma_australis,0,[4]
Delma_borea,0,[4]
Delma_butleri,0,[4]
Delma_concinna,0,[4]
Delma_desmosa,0,[4]
Delma_elegans,0,[4]
Delma_fraseri,0,[4]
Delma_grayii,0,[4]
Delma_impar,0,[4]
Delma_inornata,0,[4]
Delma_labialis,0,[4]
Delma_mitella,0,[4]
Delma_molleri,0,[4]
Delma_nasuta,0,[4]
Delma_pax,0,[4]
Delma_plebeia,0,[4]
Delma_tealei,0,[4]
Delma_tincta,0,[4]
Delma_torquata,0,[4]
Demansia_angusticeps,0,[20]
Demansia_calodera,0,[20]
Demansia_flagellatio,0,[20]
Demansia_olivacea,0,[20]
Demansia_papuensis,0,[20]
Demansia_psammophis,0,[20]
Demansia_quaesitor,0,[20]
Demansia_rimicola,0,[20]
Demansia_rufescens,0,[20]
Demansia_shinei,0,[20]
Demansia_simplex,0,[20]
Demansia_torquata,0,[20]
Demansia_vestigiata,0,[20]
Dendragama_boulengeri,0,[2]
Dendrelaphis_bifrenalis,0,[19]
Dendrelaphis_calligastra,0,[19]
Dendrelaphis_caudolineatus,0,[19]
Dendrelaphis_caudolineolatus,0,[19]
Dendrelaphis_cyanochloris,0,[19]
Dendrelaphis_formosus,0,[19]
Dendrelaphis_gastrostictus,0,[19]
Dendrelaphis_gorei,0,[19]
Dendrelaphis_grandoculis,0,[19]
Dendrelaphis_haasi,0,[19]
Dendrelaphis_hollinrakei,0,[19]
Dendrelaphis_humayuni,0,[19]
Dendrelaphis_inornatus,0,[19]
Dendrelaphis_kopsteini,0,[19]
Dendrelaphis_lorentzi,0,[19]
Dendrelaphis_ngansonensis,0,[19]
Dendrelaphis_oliveri,0,[19]
Dendrelaphis_papuensis,0,[19]
Dendrelaphis_pictus,0,[19]
Dendrelaphis_punctulatus,0,[19]
Dendrelaphis_salomonis,0,[19]
Dendrelaphis_schokari,0,[19]
Dendrelaphis_striatus,0,[19]
Dendrelaphis_subocularis,0,[19]
Dendrelaphis_tristis,0,[19]
Dendrelaphis_underwoodi,0,[19]
Dendroaspis_angusticeps,0,[20]
Dendroaspis_jamesoni,0,[20]
Dendroaspis_polylepis,0,[20]
Dendroaspis_viridis,0,[20]
Dendrolycus_elapoides,0,[21]
Dendrophidion_bivittatus,0,[19]
Dendrophidion_boshelli,0,[19]
Dendrophidion_brunneus,0,[19]
Dendrophidion_dendrophis,0,[19]
Dendrophidion_nuchale,0,[19]
Dendrophidion_paucicarinatus,0,[19]
Dendrophidion_percarinatus,0,[19]
Dendrophidion_vinitor,0,[19]
Denisonia_devisi,1,[20]
Denisonia_maculata,1,[20]
Diadophis_punctatus,0,[19]
Diaphorolepis_laevis,0,[19]
Diaphorolepis_wagneri,0,[19]
Dibamus_alfredi,0,[8]
Dibamus_bogadeki,0,[8]
Dibamus_booliati,0,[8]
Dibamus_bourreti,0,[8]
Dibamus_celebensis,0,[8]
Dibamus_deharvengi,0,[8]
Dibamus_dezwaani,0,[8]
Dibamus_greeri,0,[8]
Dibamus_ingeri,0,[8]
Dibamus_kondaoensis,0,[8]
Dibamus_leucurus,0,[8]
Dibamus_montanus,0,[8]
Dibamus_nicobaricum,0,[8]
Dibamus_novaeguineae,0,[8]
Dibamus_seramensis,0,[8]
Dibamus_smithi,0,[8]
Dibamus_somsaki,0,[8]
Dibamus_taylori,0,[8]
Dibamus_tiomanensis,0,[8]
Dibamus_vorisi,0,[8]
Dicrodon_guttulatum,0,[9]
Dicrodon_heterolepis,0,[9]
Dicrodon_holmbergi,0,[9]
Dierogekko_inexpectatus,0,[4]
Dierogekko_insularis,0,[4]
Dierogekko_kaalaensis,0,[4]
Dierogekko_koniambo,0,[4]
Dierogekko_nehoueensis,0,[4]
Dierogekko_poumensis,0,[4]
Dierogekko_thomaswhitei,0,[4]
Dierogekko_validiclavis,0,[4]
Dinarolacerta_montenegrina,0,[11]
Dinarolacerta_mosorensis,0,[11]
Dinodon_flavozonatum,0,[19]
Dinodon_gammiei,0,[19]
Dinodon_meridionale,0,[19]
Dinodon_orientale,0,[19]
Dinodon_rosozonatum,0,[19]
Dinodon_rufozonatum,0,[19]
Dinodon_semicarinatum,0,[19]
Dinodon_septentrionalis,0,[19]
Diplodactylus_capensis,0,[4]
Diplodactylus_conspicillatus,0,[4]
Diplodactylus_fulleri,0,[4]
Diplodactylus_furcosus,0,[4]
Diplodactylus_galeatus,0,[4]
Diplodactylus_granariensis,0,[4]
Diplodactylus_kenneallyi,0,[4]
Diplodactylus_klugei,0,[4]
